screen_id,cell,flow_direction,flow_object,outcome_object,outcome_level,identified,phenomenon,confidence,rater,batch,note
C3F1136,VOC_STATED,UPWARD,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-06,nine-country Value of Children Study on the PERCEIVED old-age-security value of children; elicited valuation across development levels
C3F1631,THEORY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,OTHER,UNCERTAIN,hand,chan-term:shock-06,no abstract; internalising fertility and education externalities on capital returns
C3F3613,UPWARD_COMPONENT,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; migrant remittances and fertility - shared_with C.1.a pending PI call 2
C3F3012,THEORY,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,intergenerational transfer arrangements and human capital under China's one-child policy in a growth model
C3F3256,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,artificial intelligence and embryo sex preference
C3F3330,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,funerary monuments in St Paul's Cathedral; deluge and fertility as iconography
C3F2530,VOC_STATED,NA,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-06,value of children among American college students
C3F0694,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,maternal social support and prosocial behaviour in preschoolers
C3F1030,OFF_TOPIC,NA,NA,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-06,second-child fertility willingness by income among Chinese parents
C3F0491,NET_FLOW_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-06,LABOUR DEMAND AND ECONOMIC UTILITY OF CHILDREN in a western Indian village; measures children's labour contribution and tests the link to fertility - the registered estimand
C3F3374,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,Indian agricultural legal framework and farmers' rights
C3F3324,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-06,farm and household characteristics behind rapid fertility decline on the Ecuadorian Amazon frontier; the land-and-child-labour channel on a settlement frontier - confirm the operative variable at full text
C3F4353,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,duplicate deposit of C3F4362; capital tax regime proposal
C3F1716,THEORY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-06,applies WEALTH FLOWS THEORY to historical population change and distinguishes two values of children; a direct theoretical engagement with the registered claim
C3F1976,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,A.1 and D.2.c - infant mortality replacement and the need for a surviving son
C3F1633,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,school exclusion and crime
C3F0615,INSUFFICIENT_INFO,NA,NA,FERTILITY,REALIZED,NO,OTHER,UNCERTAIN,hand,chan-term:shock-06,no abstract; the marginal valuation of fertility
C3F3698,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,aquatic physiotherapy and infant motor development
C3F1724,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,FDT,CERTAIN,hand,chan-term:shock-06,LAND REFORMS AND POPULATION GROWTH - models a land reform's demographic effects against the England-France fertility puzzle; an FDT-window design in the §7 row 2 cell
C3F2120,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; same work as C3F1398 - Spain's child labour reform on fertility
C3F3487,THEORY,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,game-theoretic model of family law effects on marriage fertility and children's education
C3F2140,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,no abstract; voluntary sector speech and language provision
C3F3121,OFF_SIBLING,NET,MIXED,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,C.3.d - tests the Beckerian quantity-quality tradeoff on NTA data; uses this chapter's measurement source for a sibling chapter's estimand
C3F3610,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-06,C.2.e and C.2.d - education and family policy effects on human capital formation
C3F3415,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,legumes and child nutrition in Zimbabwe
C3F0654,THEORY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,PM,CERTAIN,hand,chan-term:shock-06,evolutionary model of reproductive against material motivation where wealth is HERITABLE; the tradeoff between number of children and wealth per child is the downward flow
C3F3442,OFF_SIBLING,NA,NA,FERTILITY,DESIRED,YES,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; C.2.e - China's compulsory schooling law on desired fertility
C3F1059,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; C.3.d - birth order and the gender gap in attainment
C3F0660,THEORY,NA,NA,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; same work as C3F3487
C3F3667,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,South Korea's demographic dividend narrative
C3F3808,FLOW_ASSOCIATION,NET,MIXED,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; WEALTH FLOWS AND POPULATION AGEING - the chapter's own phrase in the title and nothing else visible; retrieve at full text
C3F1830,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,acacia plantation livelihoods in Vietnam
C3F3694,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,A.5 - sexual education programmes and teen births
C3F3549,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; A.18 and C.2.e - educational reform genetic propensities and family background
C3F2102,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-06,C.2.e - collected essays including US fertility schooling and women's work across 1875-1925 cohorts
C3F3369,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,nation-building and social cleavages in India
C3F3585,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,social capital and informal population education
C3F2637,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; C.2.e - women's school access and fertility in Jordan
C3F3651,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,C.2.e - maternal workforce participation in Thailand
C3F1311,MIXED_PUBLIC_PRIVATE,UPWARD,PUBLIC_TRANSFER,NONE,NA,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-06,no abstract; Japan's pension reform labour responses and savings - C.3.c's corner
C3F2521,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-06,SOCIALIST INSTITUTIONS AND FAMILY WEALTH FLOWS REVERSAL - collective agricultural management and socialization tested as the cause of Chinese rural fertility change; the registry's hypothesis as a title
C3F2344,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,school construction gaps in Uganda
C3F1454,OFF_TOPIC,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,multi-determinant overview of high fertility in Ethiopia; the high economic value of children is one item in a list
C3F1831,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,D.2.a - female autonomy and welfare introduction
C3F3495,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,review of a book on youth leisure
C3F1016,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,when does human ageing begin
C3F3712,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,patient education on pregnancy and arthritis
C3F0709,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,China's Agenda 21 population and environment white paper
C3F0050,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-06,policy implications of historical fertility studies
C3F3425,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,Russian historical essays festschrift
C3F3501,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,deferral of compulsory school entry in Zlin
C3F3590,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,C.2.e - educational growth and women's education
C3F0364,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-06,A.19 - marital fertility and size of family of orientation
C3F3538,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,rural tax system reform
C3F3497,OFF_TOPIC,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-06,implementation of universal schooling in interwar Poland
C3F3612,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,graduate mothers and emotional work in 1960s Britain
C3F2640,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,C.2.e - female education and child education
C3F3514,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-06,education provision and demographic change in England and Wales
C3F0573,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-06,parents with mental handicaps and child care
C3F0731,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-07,A THAI PROVINCE LEVEL TEST OF CALDWELL'S WEALTH FLOWS THEORY - mass education changing the DIRECTION of wealth flow between generations against fertility decline; the registered claim tested by name
C3F2728,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,NTA lifecycle deficit in Poland 2004-2016
C3F3692,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,aspirations of married adolescent girls in Niger
C3F2311,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-07,Indian inheritance law reform with a triple-difference design; the abstract reports LOWER FERTILITY in the parent generation - same work as C3F0916 which this corrects
C3F3433,OFF_TOPIC,NA,NA,NONE,NA,NO,PM,CERTAIN,hand,chan-term:shock-07,ecological capital and subsistence among the Buru; inheritance of farming rights mentioned in passing
C3F4446,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,UNCERTAIN,hand,chan-term:shock-07,no abstract; C.2.e - high fertility and low women's work participation in India
C3F2129,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,C.2.a - education and population trajectories for Pakistan
C3F4325,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,US-China trade and labour rights; wealth flows out of the country homonym
C3F1950,UPWARD_COMPONENT,UPWARD,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-07,importance of children in old-age security provision among the Ijebu of south-west Nigeria; the upward flow assessed directly
C3F3190,VOC_STATED,NA,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-07,cohort differences in perceptions of family formation and the value of children
C3F3475,THEORY,DOWNWARD,MIXED,FERTILITY,REALIZED,NO,OTHER,CERTAIN,hand,chan-term:shock-07,same work as C3F1631; fertility and education externalities on capital returns with a fertility-contingent pension scheme
C3F1297,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-07,gender inequality since 1820; inheritance rights are one indicator among many
C3F2605,THEORY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,argues fertility reduction programmes should accompany land reforms; a policy commentary asserting the land-fertility link
C3F3682,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,play-group method for special needs students
C3F1720,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,family support networks and population ageing in Latin America and the Caribbean
C3F1284,VOC_STATED,NA,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-07,intergenerational transmission of the VALUE OF CHILDREN in Taiwan and mainland China; the changing valuation as the documented mechanism
C3F3631,NET_FLOW_FERTILITY,BOTH_MEASURED,PRIVATE_FAMILY,FERTILITY,INTENDED,NO,SDT,CERTAIN,hand,chan-term:shock-07,sets parental financial and childcare support AGAINST competing eldercare obligations on fertility intentions in China - both directions of the flow in one estimate
C3F2319,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,agricultural land market and prices in Ukraine
C3F2679,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,age class and family formation in US law
C3F3686,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,perinatal psychosocial factors and stopping at one child
C3F3262,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,paediatric cephalometrics; genetic inheritance sense
C3F1230,THEORY,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,OLG simulation of age structure and growth in China
C3F3242,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,language vitality; intergenerational transfer of a LANGUAGE not of resources
C3F3653,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,duplicate of C3F3652; lactation in chronic kidney disease
C3F0998,SHOCK_NET_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-07,published version of C3F3358 - state and federal reforms granting Indian women equal INHERITANCE RIGHTS against the quantity and quality of children by difference-in-differences
C3F0494,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,child mental health promotion
C3F3396,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,state regulation of land resource use in Ukraine
C3F3625,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,fertility treatment support for veterinary professionals
C3F0210,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-07,Caldwell's own Karnataka micro-study - anthropological account of demographic change tied to the shift from home production and the changing economic role of children
C3F4274,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,optimal asset allocation for institutional investors
C3F2349,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,parental perceptions of Montessori programmes
C3F0472,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,US teen pregnancy surveillance
C3F4091,FLOW_MEASUREMENT,DOWNWARD,PUBLIC_TRANSFER,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,NTA age profiles of health consumption for Indian universal coverage costing
C3F2361,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,family support for parents of children with cardiac disease
C3F2682,VOC_STATED,UPWARD,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,SDT,CERTAIN,hand,chan-term:shock-07,normative attitudes on intergenerational relationships in Japan; the norm of supporting ageing parents elicited
C3F1841,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,C.2.e and D.2.a - Korea's birth rate and the career-family constraint
C3F0142,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,agribusiness and the agrarian question; land reform as a political chapter
C3F1143,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,supports for teenage mothers in Georgia
C3F3628,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,PM,CERTAIN,hand,chan-term:shock-07,children per conscripted or enslaved adult in Ur III Umma inspection texts; individuals SUPPORTING THEIR PARENTS are a recorded category - a pre-modern flow measurement
C3F0683,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,land reform and sustainable development; no fertility outcome
C3F3517,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,same work as C3F3519; peer effects on young adults
C3F1345,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,Swedish upper secondary vocational education
C3F3535,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,a century of Qiang schooling
C3F2329,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,mathematical analysis of China's birth rate
C3F1141,OFF_SIBLING,NA,NA,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-07,C.3.d - family size and children's education under the one-child policy
C3F3492,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,CERTAIN,hand,chan-term:shock-07,Alexandra's chapter - Argentina's federal education law and adolescent fertility
C3F3458,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,C.2.b - family educational expenditure under compulsory education
C3F3567,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,C.3.d - educational choices and schooling quality
C3F0061,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,D.2.c - birth order son preference and child height in India
C3F2330,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,education ministry and local government cooperation
C3F1802,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-07,onset of fertility decline in Nepal
C3F3520,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-07,C.2.e - nonlinear effect of education on childlessness in China
C3F3506,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-07,teacher burnout under falling enrolment in Taiwan
C3F2119,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-07,D.1.b and A.3 - cultural causes of nineteenth-century fertility decline in three Yorkshire towns
C3F1920,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,antibacterial evaluation of pomegranate
C3F3450,OFF_SIBLING,NA,NA,NONE,NA,YES,FDT,CERTAIN,hand,chan-term:shock-07,Alexandra's chapter - compulsory schooling and anthropometric health inequality
C3F3527,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-07,book reviews
C3F2689,OFF_TOPIC,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,parental anxiety and parenting practices in Libya
C3F2110,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,nanoclay and soil physical properties - agronomy sense
C3F2167,FLOW_MEASUREMENT,DOWNWARD,PUBLIC_TRANSFER,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,age-profile decomposition of health expenditure and public transfers under Covid-19 in Indonesia
C3F2281,THEORY,UPWARD,PUBLIC_TRANSFER,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-08,OLG model of the two-child policy and public pensions in China
C3F1601,NET_FLOW_FERTILITY,NET,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-08,subjective equilibrium model of the VALUE OF CHILDREN in Philippine agricultural households with demographic structure endogenous - the flow and fertility jointly
C3F1528,OFF_SIBLING,UPWARD,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-08,C.5.a - livelihood uncertainty and fertility preferences in Malawi; shifts in the value of children are the framing not the estimand
C3F3699,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,YES,SDT,CERTAIN,hand,chan-term:shock-08,intra-household transfers and elderly parents' labour supply using child's gender as an instrument in Korea; identified but the outcome is labour supply
C3F0894,UPWARD_COMPONENT,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; remittances and the fertility rate - shared_with C.1.a pending PI call 2
C3F0137,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,FDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; A.1 - infant mortality and family size regulation
C3F1333,MIXED_PUBLIC_PRIVATE,UPWARD,PUBLIC_TRANSFER,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-08,empirical test of US social security on fertility 1933-1974; C.3.c owns the public substitute - rubric rule 1
C3F2697,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,early intervention for infants with hearing loss
C3F2670,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; C.2.a - childcare cost subsidies and fertility via the dependent care tax credit
C3F2328,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,YES,SDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; C.2.e - female education and fertility under China's compulsory education law
C3F1400,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; causes and consequences of child labour
C3F3562,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-08,A.5 - family planning programme in Zhejiang; old-age pensions listed among services
C3F0195,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,PM,UNCERTAIN,hand,chan-term:shock-08,no abstract; C.3.d - quantity-quality tradeoff among agropastoral Kipsigis
C3F2616,OFF_SIBLING,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,D.2.c - market transition reshaping INHERITANCE BELIEFS and son preference in China; the belief about the downward flow is the outcome not fertility
C3F1028,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,same work as C3F3347; land and water rhetoric in Zimbabwe
C3F3509,OFF_SIBLING,NA,NA,NONE,NA,NO,FDT,CERTAIN,hand,chan-term:shock-08,C.2.e - historical determinants of women's educational participation
C3F0604,OFF_TOPIC,DOWNWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; bequest motives and micro life insurance demand in Sri Lanka - no fertility outcome
C3F2083,VOC_STATED,NA,PRIVATE_FAMILY,FERTILITY,DESIRED,NO,SDT,CERTAIN,hand,chan-term:shock-08,Singapore arm of the cross-national Value of Children Study; child-rearing decisions
C3F3360,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,crop diversification after land reform in Jammu and Kashmir
C3F1952,NET_FLOW_FERTILITY,DOWNWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,UNCLEAR,SDT,UNCERTAIN,hand,chan-term:shock-08,no abstract; BEQUEST MOTIVES AND FERTILITY DECISIONS - the downward flow named as the fertility determinant in the title; retrieve at full text
C3F2674,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,health visitors and childhood asthma
C3F2543,VOC_STATED,UPWARD,PRIVATE_FAMILY,NONE,STATED_VALUATION,NO,FDT,CERTAIN,hand,chan-term:shock-08,value of children among tea estate workers in West Java; a VOC case study in an agricultural society
C3F3711,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,difficulties facing families of autistic children in Kuwait
C3F2652,OFF_SIBLING,NA,NA,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,C.3.d - same work as C3F0636 and C3F2651 on returns to education in Turkey
C3F3623,OFF_SIBLING,NA,NA,FERTILITY,REALIZED,NO,SDT,CERTAIN,hand,chan-term:shock-08,D.1.a - religion as a variable in Australian fertility research
C3F3579,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,migration model schedules in Kenya
C3F3724,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,gender dysphoria services editorial
C3F1981,FLOW_MEASUREMENT,NET,PRIVATE_FAMILY,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,discusses HRS data for studying transfers between parents and children and among siblings; a data-resource note on measuring the flow
C3F1731,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,riverbank cultivation participation in Zambia
C3F0348,OFF_TOPIC,NA,NA,FERTILITY,REALIZED,NO,PM,UNCERTAIN,hand,chan-term:shock-08,no abstract; risk-sensitive fertility
C3F2611,SHOCK_NET_FERTILITY,UPWARD,PRIVATE_FAMILY,FERTILITY,REALIZED,NO,FDT,CERTAIN,hand,chan-term:shock-08,assesses the implications of Ethiopia's 1975 LAND REFORM for rural fertility against five comparison countries; the land-security channel in the §7 row 2 cell
C3F3663,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,preschooler cooperation during injections
C3F1033,FLOW_MEASUREMENT,NET,MIXED,FLOW_MAGNITUDE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,statistics of LIFETIME ECONOMIC TRANSFERS under individual stochasticity; the lifecycle deficit as a distribution rather than a mean - a methods advance for §5
C3F3571,FLOW_MEASUREMENT,UPWARD,PRIVATE_FAMILY,NONE,NA,NO,SDT,CERTAIN,hand,chan-term:shock-08,child workers and education in India
C3F3416,OFF_TOPIC,NA,NA,NONE,NA,NO,OTHER,CERTAIN,hand,chan-term:shock-08,book review on American agriculturalists in China
