priority,paperId,doi,title,year,venue,verdict,cell,diffusion_channel,identification_of_diffusion,evidence_type,both_channel,reason,ra_decision,ra_note
2,W4411967836,10.1186/s12889-025-23473-x,Influence of social networks on women’s contraceptive decision-making and action: a qualitative study in two districts in Uganda,2025,BMC Public Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,"Social networks (partners, relatives, peers) influence contraceptive adoption through informational and emotional support; central A.3 estimand but qualitative without causal identification.",,
2,W4409314982,10.12688/verixiv.670.1,Influence of social networks on women’s contraceptive decision-making and action: a qualitative study in two districts in Uganda,2025,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,UNCLEAR,qualitative,,studies how social networks influence women's contraceptive adoption decisions; social-exposure mechanism on fertility-control adoption,,
2,W4415379102,10.4054/demres.2025.53.25,"Neighbors’ social attitudes predict variations in live births among the Amish of Holmes County, Ohio, United States",2025,Demographic Research,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,UNCLEAR,observational,,Uses diffusion framework to show spatial proximity to individuals with differing fertility attitudes predicts own fertility behavior,,
2,W4410069628,10.1002/psp.70031,The Diffusion of Late Fertility Across European Regions (2006–2018),2025,Population Space and Place,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,structural,,spatial econometric model showing geographic proximity effect on late fertility persists after controlling for socioeconomic factors,,
2,W4390646468,10.5463/thesis.322,Contraceptive use and method choice among young people in sub-Saharan Africa,2024,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,UNCLEAR,mixed methods,,Chapter 2 examines influence of peers' contraceptive use perceptions on method choice; identification strategy not detailed in abstract,,
2,W4400344667,10.1016/j.srhc.2024.101004,Inter-generational impact: Exploring the influence of older sister-in-law’s contraceptive choices on her peer contraception adoption in India,2024,Sexual & Reproductive Healthcare,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Older sister-in-law's contraceptive method use predicts younger peer adoption (3.42× odds for permanent methods); within-household network peer exposure,,
2,W4402845385,10.1002/psp.2845,Simultaneous and widespread: Colombia's fertility transition,2024,Population Space and Place,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,"Regional spatial patterns show fertility decline spread simultaneously across regions independent of historical levels; simultaneous spread rules out economics alone, consistent with spatial diffusion mechanism",,
2,W4401391594,10.1016/j.socscimed.2024.117159,Social capital mediates knowledge gaps in informing sexual and reproductive health behaviours across Africa,2024,Social Science & Medicine,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Social connectedness (via Facebook) predicts similarity in contraceptive knowledge and adoption; shared shock not ruled out,,
2,W4390009316,10.1098/rsos.230988,A data-driven approach shows that individuals' characteristics are more important than their networks in predicting fertility preferences,2023,Royal Society Open Science,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,tests social network effects on fertility preferences; finds structural network features less important than network composition and individual traits,,
2,W4367852245,10.31406/relap2023.v17.e202219,"Fertility Transition in Brazilian Municipalities: An Exploratory Analysis of Cross-sectional Data in 1991, 2000 and 2010",2023,Revista Latinoamericana de Población,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,municipal-level fertility transition clustering shows spatial heterogeneity independent of development timing,,
2,W4385813737,10.17323/demreview.v10i2.17764,Тенденции региональной дифференциации рождаемости при втором демографическом переходе в некоторых странах,2023,Демографическое обозрение,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,avant-garde urban regions lead fertility transition with peripheral regions catching up; spatial diffusion of transition,,
2,W4308994596,10.18356/16810333-48-113-3,"Análisis espacio-temporal de la evolución de los niveles de fecundidad en los municipios de México, 1970-2020",2022,Notas de población,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,explicitly tests whether fertility decline spreads via geographic/cultural proximity; spatial econometric evidence contradicts adaptation-only explanation,,
2,W4291824651,10.1016/j.ssmph.2022.101203,Characterizing Nigerien men's social networks and their influence on family planning-related attitudes and behaviors,2022,SSM - Population Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Perceived peer support for family planning independently associated with FP adoption; network mechanism but no causal instrument,,
2,W4321837065,10.5937/gads55-33379,Fertile differences in the rural-urban zone of Semberia,2022,Glasnik Antropoloskog drustva Srbije,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,"Regional rural–urban fertility gradient in Semberia; descriptive clustering of higher fertility in rural areas, but no identified mechanism separating diffusion from economic/structural differences",,
2,W4225784187,10.1186/s12978-022-01331-y,Perceptions of peer contraceptive use and its influence on contraceptive method use and choice among young women and men in Kenya: a quantitative cross-sectional study,2022,Reproductive Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Perceived peer contraceptive use predicts own contraceptive adoption and method choice; correlational design without instrument or quasi-experimental variation to separate from common exposure,,
2,W4283363587,10.52589/ajsshr-mhszftzm,"Social Networks Correlate to Fertility Intentions and Realization among Menopausal Women in Suburban Areas of Bayelsa State, Nigeria",2022,African Journal of Social Sciences and Humanities Research,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,"Social networks (relatives, neighbors, friends) influence contraceptive use and fertility intentions",,
2,W4309606981,10.3389/fpsyg.2022.947134,Social norms and fertility intentions: Evidence from China,2022,Frontiers in Psychology,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Spatial and peer social norms independently influence fertility intentions; legitimation spreads through neighborhood and group proximity,,
2,W4294343530,10.1007/978-3-031-11840-1_4,Socio-Economic Determinants of Fertility,2022,SpringerBriefs in population studies,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Regional transitions faster than education predicts; diffusion invoked to explain faster-than-expected adoption in neighboring countries,,
2,W4210769006,10.1371/journal.pone.0261701,The direct and indirect effects of community beliefs and attitudes on postpartum contraceptive method choice among young women ages 15–24 in Nigeria,2022,PLoS ONE,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Community beliefs and attitudes (acceptability/legitimation of contraception) directly influence individual method choice,,
2,W4223431367,10.1186/s12889-022-12681-4,The power of women’s and men’s Social Networks to catalyse normative and behavioural change: evaluation of an intervention addressing Unmet need for Family Planning in Benin,2022,BMC Public Health,RELEVANT,PRIMARY_LEGITIMATION_SPREAD,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,quasi-experimental,,"social network intervention training influential actors to diffuse family planning ideas through networks, reducing normative barriers and catalyzing adoption",,
2,W3201662518,10.1111/sifp.12174,"Contraceptive Conversations among Adolescent Girls and Young Women and Their Partners, Peers, and Older Female Family Members in Lilongwe, Malawi: A Qualitative Analysis",2021,Studies in Family Planning,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,qualitative,,Conversations with peers and family members directly influence contraceptive decision-making and provide information/permission for contraceptive use. Social diffusion of fertility-control knowledge through peer and family networks.,,
2,W3160196352,10.3390/socsci10050177,Do Data from Large Personal Networks Support Cultural Evolutionary Ideas about Kin and Fertility?,2021,Social Sciences,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Tests whether kin transmit pro-natal information more than non-kin in personal networks; mixed evidence but directly examines social-learning effect on fertility preferences,,
2,W3153104329,10.1038/s41598-021-86180-8,Effects of family planning on fertility behaviour across the demographic transition,2021,Scientific Reports,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,LEGITIMATION_KNOWLEDGE,DESCRIPTIVE_RESIDUAL_ONLY,observational,,90-year cohort study explicitly identifies contraception adoption associated with spread of lower fertility in later cohorts; separates origin from spread,,
2,W3193618749,10.1093/ej/ueab066,Fertility and Modernity,2021,The Economic Journal,RELEVANT,PRIMARY_CULTURAL_BOUNDARY_CONTENT,CULTURAL_LINGUISTIC_RELIGIOUS,DESCRIPTIVE_RESIDUAL_ONLY,historical,,fertility decline diffused from French-speaking regions; clustering by linguistic/cultural distance consistent with social-influence mechanism independent of development,,
2,W2788520872,10.1553/0x003d0a8c,Learning by Doing and Learning from Others in Contraceptive Technology,2021,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Tests neighbor contraceptive experience on own adoption; finds limited social-learning effect on modern contraceptive prevalence,,
2,W3164691754,10.1080/17441692.2021.1933125,"Men’s social networks, social norms, & family planning in Benin",2021,Global Public Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Studies association between men's FP-related networks and norms and their contraceptive use; investigates social-exposure estimand despite null findings,,
2,W3140416104,10.1142/s0217590821500120,PEER EFFECTS AND FERTILITY PREFERENCES IN CHINA: EVIDENCE FROM THE CHINA LABOR-FORCE DYNAMICS SURVEY,2021,The Singapore Economic Review,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Community-level peer fertility predicts individual fertility preferences; peer effects demonstrated net of controls,,
2,W3161148716,10.21203/rs.3.rs-434547/v1,Perceptions of Peer Contraceptive Use and its Influence on Contraceptive Method Use and Choice among Young Women and Men in Kenya: A Quantitative Cross-Sectional Study,2021,Research Square,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Perception of peers using contraceptives strongly predicts own contraceptive adoption among young women and men in Kenya; direct evidence of peer-exposure effect on method choice,,
2,W3080257843,10.2478/jos-2021-0028,Spatio-Temporal Patterns in Portuguese Regional Fertility Rates: A Bayesian Approach for Spatial Clustering of Curves,2021,Journal of Official Statistics,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,Bayesian model of spatial clustering in regional fertility patterns capturing spatial diffusion dynamics,,
2,W3208307790,10.34023/2313-6383-2021-28-5-39-48,Statistical Estimates of the Decline of the Russian Fertility: Regional Specifcs,2021,Вопросы статистики,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,descriptive,,Uses convergence and spatial autocorrelation methods to examine regional spread of fertility decline; finds no spatial clustering or convergence trends,,
2,W3121771074,10.1186/s12889-021-10180-6,The association between men’s family planning networks and contraceptive use among their female partners: an egocentric network study in Madagascar,2021,BMC Public Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,men's social and provider FP networks independently associated with couples' contraceptive use; social-tie exposure affects adoption,,
2,W3199999619,10.1186/s41118-021-00131-9,The spatial diffusion of fertility decline in Egypt (1950–2006),2021,Genus,RELEVANT,PRIMARY_SPATIAL_DIFFUSION,SPATIAL_MIGRATION,DESCRIPTIVE_RESIDUAL_ONLY,historical,,Explicitly studies spatial diffusion of fertility decline through contagion and hierarchical diffusion mechanisms over fine territorial scale 1960–2006,,
2,W4237469876,10.1553/0x003d0a5d,Transition to parenthood: The role of social interaction and endogenous networks,2021,,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,structural,,Agent-based model where network members influence agents' transition to higher parity through social interactions; studies endogenous network effects on fertility timing and outcomes,,
2,W3046518775,10.1093/emph/eoaa029,Adoption of outgroup norms provides evidence for social transmission in perinatal care practices among rural Namibian women,2020,Evolution Medicine and Public Health,RELEVANT,PRIMARY_SOCIAL_EXPOSURE,SOCIAL_NETWORK_PEER,DESCRIPTIVE_RESIDUAL_ONLY,observational,,Studies adoption of perinatal care and contraception among Namibian women; women who perceive medical recommendations as common in their social group adopt them more; conformity bias and social transmission; outcome includes deliberate fertility control,,
