paperId,doi,title,year,verdict,estimand_cell,evidence_type,treatment,outcome,direction,reason,ra_decision,ra_note
W4400726376,10.1007/978-3-031-60867-4_10,Financial Access or Price Premiums? A Nuanced View into Improving Farmer Welfare and Reducing Child Labor in Commodity Supply Chains,2024,NOT_RELEVANT,NA,other,n/a,farmer welfare and child labor,n/a,Financial access and price premiums are not covered legal-policy treatments and no fertility outcome is indicated.,,
W4401824813,10.1016/j.ssmph.2024.101708,Geographic disparities in Alzheimer's disease and related dementia mortality in the US: Comparing impacts of place of birth and place of residence,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4405602935,10.1093/oso/9780198903000.003.0007,Health Effects of Child Labour,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4392529464,10.1101/2024.02.29.24303564,Historical state compulsory schooling laws and pandemic-era mortality: A quasi-experimental study,2024,RELEVANT,OFF_OUTCOME,quasi-experimental,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W4397010178,10.1016/j.econmod.2024.106760,Human capital composition and long-run economic growth,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4405603415,10.1093/oso/9780198903000.003.0011,Impact Evaluation of Child Labour Reduction Policies,2024,NOT_RELEVANT,NA,review,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4392667496,10.2139/ssrn.4755488,Improvements in Schooling Opportunities and Teen Births,2024,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W4405602751,10.1093/oso/9780198903000.003.0010,Internal Policy,2024,RELEVANT,PRIMARY_CS_QUANTUM,observational,compulsory-schooling law,fertility,forward,Estimates a covered legal-policy effect on fertility.,,
W4405602931,10.1093/oso/9780198903000.003.0012,International Trade and International Policies,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4405603320,10.1093/oso/9780198903000.003.0001,Introduction,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4399774101,10.1007/978-3-031-35583-7_27,Labor Markets,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4405603379,10.1093/oso/9780198903000.002.0007,List of Figures,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4392107509,10.1007/s00148-024-01005-y,Lithium-ion batteries and fertility in Africa,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4401817569,10.1016/j.jedc.2024.104943,Long-run economic growth despite population decline,2024,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4399773734,10.1007/s11150-024-09717-6,Maternal education and child survival: causal evidence from Kenya,2024,NOT_RELEVANT,NA,quasi-experimental,n/a,child survival,n/a,Studies maternal education and child survival without a covered law-to-fertility estimand.,,
W4396887761,10.31235/osf.io/h9kg4,More Education and Fewer Children? The Contribution of Educational Enrollment and Attainment to the Fertility Decline in Norway,2024,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4396873728,10.4054/mpidr-wp-2024-009,More education and fewer children? the contribution of educational enrollment and attainment to the fertility decline in Norway,2024,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W4391733919,10.1002/hec.4809,Mothers' school starting age and infant health,2024,NOT_RELEVANT,NA,quasi-experimental,n/a,infant health and maternal birth timing,n/a,School-starting-age discontinuity is not a child-labor restriction or compulsory-attendance reform.,,
W4405656372,10.1093/oso/9780198903000.002.0005,Preface to the Second Edition,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4401393604,10.1016/j.worlddev.2024.106723,"Religious affiliation, education, and fertility in sub-Saharan Africa",2024,RELEVANT,OFF_EXPOSURE,observational,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W4402864087,10.1257/app.20220443,"Schoolgirls, Not Brides: Education as a Shield against Child Marriage",2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4402103121,10.1007/978-3-031-59728-2_4,Schooling and Fertility,2024,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W4405603357,10.1093/oso/9780198903000.003.0009,Social Norms and Family Rules,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4399477237,10.2139/ssrn.4857432,State Mandated Employment Certificate for Minors Reduces Child Labor Violations in the US,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4402901350,10.1097/ede.0000000000001799,State Schooling Policies and Cognitive Performance Trajectories: A Natural Experiment in a National US Cohort of Black and White Adults,2024,RELEVANT,OFF_OUTCOME,theory,compulsory-schooling reform,schooling outcomes,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W4405654703,10.1017/dem.2024.21,Statistical gender discrimination: evidence from young workers across four decades and 56 countries,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4405603135,10.1093/oso/9780198903000.003.0006,The Demand for Child Labour,2024,RELEVANT,MODE_PRODUCTION,observational,productive value of children,child labor or fertility,forward,Links the productive value of children or child labor to fertility outside covered legal variation.,,
W4399762980,10.1086/741687,The Effects of Compulsory Schooling on Health and Hospitalization Over the Life Cycle,2024,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4399466691,10.1093/qje/qjae016,The Lifetime Impacts of the New Deal's Youth Employment Program,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4399163098,10.2139/ssrn.4848323,The Long Run Impact of Increased Compulsory Education Age. Evidence from Administrative Data in the Netherlands,2024,UNCERTAIN,OFF_OUTCOME,other,compulsory-schooling law,schooling or child labor,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4404567126,10.1111/cwe.12558,The Multifaceted Impact of Education on Fertility: Unpacking the “BASIC” Effects in China,2024,RELEVANT,OFF_EXPOSURE,quasi-experimental,education or schooling,fertility,forward,Studies education access or attainment and fertility without a clearly covered legal mandate.,,
W4399993025,10.2139/ssrn.4868299,The Short-and Longer-Term Effects of a Child Labor Ban,2024,UNCERTAIN,OFF_OUTCOME,other,covered schooling or child-labor law,child labor,forward,title is plausibly relevant but no abstract is available,,
W4399700690,10.1016/j.jce.2024.06.001,"The compulsory education law, female education and fertility: An empirical study in China",2024,UNCERTAIN,OFF_OUTCOME,other,potential covered policy,n/a,n/a,title is plausibly relevant but no abstract is supplied,,
W4393319671,10.21203/rs.3.rs-4159514/v1,The determinants of household fertility decisions in Burkina Faso,2024,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4401770915,10.1007/s40847-024-00373-1,The effect of female secondary education on fertility and the timing of birth: regression discontinuity evidence from Ghana,2024,UNCERTAIN,OFF_EXPOSURE,quasi-experimental,education or schooling,fertility timing,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4393154604,10.1111/asej.12321,The impact of compulsory primary education law on the educational attainment of children: Evidence from <scp>Vietnam</scp>,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4392921943,10.1017/dem.2024.3,The impact of female education on fertility: evidence from Malawi Universal Primary Education program,2024,NOT_RELEVANT,NA,quasi-experimental,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4396968018,10.1007/s11698-024-00287-2,"The impact of progressive era labor regulations on annual earnings and employment in manufacturing in the USA, 1904–1919",2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4403879556,10.1108/ijm-08-2023-0440,"Two birds, one stone: minimum wage and child labor",2024,NOT_RELEVANT,NA,quasi-experimental,n/a,child labor,n/a,Evaluates minimum-wage changes rather than a covered child-labor or compulsory-schooling rule.,,
W4390739095,10.2139/ssrn.4678506,Universal Early Childhood Education and Adolescent Risky Behavior,2024,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4400383848,10.1007/s00181-024-02557-4,University expansion and female adolescents’ educational attainment in Ethiopia,2024,NOT_RELEVANT,NA,theory,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4402102730,10.1007/978-3-031-59728-2_7,Wage and Fertility Gaps in Dual Economies,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4401725595,10.31979/etd.j8uh-rwnr,What Can We Do to Help? Understanding Policies and Practices of Schools Related to Unexcused Absences,2024,NOT_RELEVANT,NA,review,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4393118881,10.1007/s11205-024-03315-w,What Led to the Decline of Child Labour in the European Periphery? A Cointegration Approach with Long Historical Data,2024,RELEVANT,OFF_OUTCOME,other,covered schooling or child-labor law,non-fertility outcome,forward,covered legal policy is studied directly,,
W4393131959,10.1016/j.jdeveco.2024.103274,When a strike strikes twice: Massive student mobilizations and teenage pregnancy in Chile,2024,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4393409638,10.1016/j.jdeveco.2024.103291,"Women’s access to school, educational attainment, and fertility: Evidence from Jordan",2024,UNCERTAIN,OFF_EXPOSURE,other,education or schooling,fertility or family formation,forward,title is plausibly relevant but no abstract is available,,
W4391497883,10.1007/978-981-99-7939-4_13,A Few Important Issues Regarding Child Labor,2023,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4376272341,10.1596/1813-9450-10438,A Review of Human Development and Environmental Outcomes,2023,NOT_RELEVANT,NA,review,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4327909989,10.1080/09538259.2023.2181063,Between Ethics and Science: Economic and Political Arguments Against Child Labor in the Progressive Period,2023,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4360615990,10.1017/ssh.2022.33,Carrots over Sticks? Mothers’ Pensions and Child Labor in the Early 20th Century U.S.,2023,RELEVANT,OFF_OUTCOME,quasi-experimental,child-labor or minimum-age regulation,child labor,forward,estimates or analyzes a covered law first stage or non-fertility effect,,
W4386320765,10.1016/b978-0-323-99967-0.00086-7,Child Labor,2023,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W4386893632,10.26553/jikm.2023.14.2.239-252,Child Morbidity in Eastern Indonesia: Does Education and Smoking Behavior of Parents Influence it?,2023,NOT_RELEVANT,NA,observational,n/a,n/a,n/a,does not study a covered legal-policy mechanism,,
W3093523732,10.1016/j.econmod.2023.106452,"Child mortality, child labor, fertility, and demographics",2023,UNCERTAIN,THEORY,theory,child labor mechanism,fertility and demographics,forward,"Title suggests a potentially covered relationship, but the missing or ambiguous abstract prevents confident routing.",,
W4388557580,10.2139/ssrn.4602593,"Culture Wars and Human Capital: Evidence from the ""Fundamentalist-Modernist"" Controversy",2023,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4386336417,10.1016/bs.hefam.2023.01.001,Culture and the family,2023,NOT_RELEVANT,NA,other,n/a,n/a,n/a,No covered child-labor or compulsory-schooling policy-to-fertility relationship is indicated.,,
W4380631560,10.1007/s00148-023-00954-0,"Differential fertility, school enrollment, and development",2023,NOT_RELEVANT,NA,other,n/a,n/a,n/a,title and abstract do not study a covered legal-policy mechanism,,
W4388703915,10.1017/s003329172300329x,"Disentangling potential causal effects of educational duration on well-being, and mental and physical health outcomes",2023,RELEVANT,OFF_OUTCOME,observational,compulsory-schooling law,schooling or child labor,forward,Directly examines a covered policy or mechanism first stage without a fertility outcome.,,
